Gene	COSMIC	OncoKB	FM	MskImpact	MyCancerGenome	MyCancerGenomeClinTrial	CancerCommons	CancerGenomeInt	CarisMolIntel	JacksonLabs	NCI	CIVIC	cBioPortal	PEDStJude	PEDPfister	TCGABailey	Count
ALB	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	2
CYP3A5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
STS	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
MDH2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
ALDH1A2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
GNRH1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
HNF4A	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
DPYSL3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
TLR4	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	3
AHR	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
GPX1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
EPCAM	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	2
GAL	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
PTGDS	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
TYMP	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
VIPR1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
AKR1C3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
ACLY	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
SLAMF1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
HIST3H2A	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
HMGB1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
IL18	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
IFNGR1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	2
WWOX	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	2
CEACAM7	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
CYP2C9	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
CST3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
PAEP	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
HUS1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
MT1JP	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
BDKRB2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
CORT	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
PTPN1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
HAS3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
CYP7B1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
IFNA1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
MIR125B2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
ICAM3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
GDA	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
MAPK10	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
SHBG	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
CD14	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
CFLAR	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	2
SLAMF6	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
SLC1A3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
CD44	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	2
ELANE	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
SSTR1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
CD63	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
AQP7	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
CR2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
CDC25B	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
UBR1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
DRD2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
FABP1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
IL15	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
NGB	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
ADCYAP1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
HSPA5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
HAVCR2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
ATXN1L	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
ABCC3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
BCL2L11	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	3
PTP4A3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
HLA-C	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
MERTK	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
VPS37A	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
PDCD4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
CTAG2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
ALCAM	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
FOXP3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
NAPRT	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
MMP9	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
TFF3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
ABCC10	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
PTPRF	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
DDX43	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
UGT1A	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
RIT1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	3
STMN1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
EGF	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
PBK	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
STAG3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
HLA-DRA	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
CIP2A	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
BIRC7	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
A2ML1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
AADACL2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
AAMP	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
AARS2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
ABCA9	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
ACVR1B	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2
AFF2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
AHNAK2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
AJUBA	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2
AK9	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
ALOX12B	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
ANKRD12	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
APCDD1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
ARHGAP35	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2
ARID5B	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2
ASCL4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
ASH2L	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
ASMTL	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
ASXL3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
ATN1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
ATP10A	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
ATP1B4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
B4GALT3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
BACH1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
BBC3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
BCL2L1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
BCL5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
BIRC2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
BRSK1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
BTG2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2
BTLA	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
C11ORF30	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
C15ORF65	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
C2ORF44	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
CAD	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
CCDC160	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
CCNL1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
CCT6B	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
CD276	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
CD36	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
CD70	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2
CDC42EP2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
CDKN2AP14ARF	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
CDKN2AP16INK4A	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
CHD1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
CHN1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
CKS1B	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
CNRIP1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
COL11A1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
CPS1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
CRIPAK	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
CUL4A	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
CUL4B	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
D2HGDH	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
DCHS1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
DCUN1D1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
DIS3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
DKC1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
DKK2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
DKK3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
DKK4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
DMD	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2
DNAH12	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
DNMT3B	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
DOCK2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
DTX1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
DUSP2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
DUSP9	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
E2F3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
EGFL7	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
EGFRVIII	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
EGR3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2
ELP2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
EPHA10	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
EPHA4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
EPHA6	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
EPHB2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
EPHB3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
EPHB6	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
EPPK1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
ESCO1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
ESCO2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
ETS1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
EXOSC6	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
FAF1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
FAM175A	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
FANCI	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
FANCM	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
FBXO31	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
FGF12	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
FGF7	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
FKBP1A	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
FLYWCH1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
FOXA2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2
FRS2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
FZD10	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
GADD45B	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
GLI3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
GNA12	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
GOLPH3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
GPR124	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
GPS2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2
GREM1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
GTSE1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
H3F3C	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2
HIST1H1C	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2
HIST1H1D	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
HIST1H1E	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2
HIST1H2AC	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
HIST1H2AG	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
HIST1H2AL	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
HIST1H2AM	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
HIST1H2BC	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
HIST1H2BD	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
HIST1H2BJ	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
HIST1H2BK	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
HIST1H2BO	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
HIST1H3A	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
ICE1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
ICK	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
ICOSLG	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
IGF1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
IGFBP7	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
IKZF2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	2
IKZF3	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	2
INPP4A	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
INPP4B	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
INPP5D	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
INSR	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
INSRR	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
IRF8	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
JARID2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
KDM2B	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
KDM4C	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
KIAA1109	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
KMT2B	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2
LATS1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2
LATS2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2
LFNG	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
LGR6	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
LRP5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
LRRK2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
MAGED1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
MAGEE1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
MAGI2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
MAP3K14	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
MAP3K4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2
MAP3K6	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
MAP3K7	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
MAP3K8	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
MAP4K4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
MAPK8IP1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
MDC1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
MEF2A	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
MEF2C	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	2
MIB1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
MIR142	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
MIR17HG	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
MRE11A	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
MSI1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
MYO18A	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
NAV3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
NEFH	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
NFE2L3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
NFKB1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
NKX3-1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
NOD1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
NR1H2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
NR4A2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
OBSCN	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
OTX2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	2
PAG1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
PAK1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
PAK7	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
PARK2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
PARP3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
PARP4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
PASK	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
PATZ1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
PCLO	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
PCSK7	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
PDCD11	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
PDS5B	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2
PHLDA1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
PKM	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
PLEC	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
PLK2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
PNRC1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
POFUT1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
POGLUT1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
PRKAA2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
PRSS8	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
PTPN2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	2
PTPN22	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
PTPRO	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
PTPRS	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
RAD51C	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
RAD51D	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
RAD52	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
RAD54L	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
RANBP17	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
RASA1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2
RASGEF1A	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
RBMX	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
RELN	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
RFWD2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
RHEB	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2
RMRP	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
RNF217-AS1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
ROR2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
RPA1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
RPGR	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
RPL11	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
RPL13	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
RPL15	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
RPL35A	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
RPS14	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
RPS26	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
RPS6KA4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
RPS6KB2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
RYBP	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
S1PR2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
SEMG1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
SERP2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	2
SH2D1A	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
SHQ1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
SIN3A	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2
SKP2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
SMARCA1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2
SNED1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
SNX29	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
SOCS2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
SOX17	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2
SOX4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
SOX9	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2
STAT5A	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
STK40	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
SYNE1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
TAF1L	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
TBK1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
TCL6	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
TET3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
TGFBR1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
TIPARP	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
TLL2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
TMEM30A	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
TMSB4XP8	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
TNFAIP6	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
TNFRSF11A	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
TNFSF9	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
TNKS	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
TOX	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	2
TPRX1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
TRAF2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
TRAF3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2
TRAF5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
TRIM7	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
TRIOBP	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
TSHZ2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
TSHZ3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
TTL	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
